id,provider,title,start_date,end_date,startyear,endyear,type,tags
LANDSAT/LT5_L1T_8DAY_RAW,Google,Landsat 5 TM 8-Day Raw Composite,12/31/1983,5/7/2012,1983,2012,ImageCollection,raw
LANDSAT/LT5_L1T_8DAY_TOA,Google,Landsat 5 TM 8-Day TOA Reflectance Composite,12/31/1983,5/7/2012,1983,2012,ImageCollection,toa
LANDSAT/LT5_L1T_ANNUAL_BAI,Google,Landsat 5 TM Annual BAI Composite,12/31/1983,12/31/2012,1983,2012,ImageCollection,bai
LANDSAT/LT5_L1T_ANNUAL_EVI,Google,Landsat 5 TM Annual EVI Composite,12/31/1983,12/31/2012,1983,2012,ImageCollection,evi
LANDSAT/LT5_L1T_ANNUAL_GREENEST_TOA,Google,Landsat 5 TM Annual Greenest-Pixel TOA Reflectance Composite,12/31/1983,12/31/2012,1983,2012,ImageCollection,"toa, greenest"
LANDSAT/LT5_L1T_ANNUAL_NBRT,Google,Landsat 5 TM Annual NBRT Composite,12/31/1983,12/31/2012,1983,2012,ImageCollection,nbrt
LANDSAT/LT5_L1T_ANNUAL_NDSI,Google,Landsat 5 TM Annual NDSI Composite,12/31/1983,12/31/2012,1983,2012,ImageCollection,ndsi
LANDSAT/LT5_L1T_ANNUAL_NDVI,Google,Landsat 5 TM Annual NDVI Composite,12/31/1983,12/31/2012,1983,2012,ImageCollection,ndvi
LANDSAT/LT5_L1T_ANNUAL_NDWI,Google,Landsat 5 TM Annual NDWI Composite,12/31/1983,12/31/2012,1983,2012,ImageCollection,ndwi
LANDSAT/LT5_L1T_ANNUAL_RAW,Google,Landsat 5 TM Annual Raw Composite,12/31/1983,12/31/2012,1983,2012,ImageCollection,raw
LANDSAT/LT5_L1T_ANNUAL_TOA,Google,Landsat 5 TM Annual TOA Reflectance Composite,12/31/1983,12/31/2012,1983,2012,ImageCollection,toa
LANDSAT/LT5_L1T_TOA,USGS/Google,USGS Landsat 5 TM TOA Reflectance (Orthorectified),12/31/1983,5/4/2012,1983,2012,ImageCollection,"landsat, usgs, global, toa"
UQ/murray/Intertidal/v1_1/data_mask,Murray/UQ/Google/USGS/NASA,Murray Global Intertidal Change Data Mask,12/31/1983,12/31/2016,1983,2016,Image,"landsat_derived, uq, murray, google, tidal_flats, intertidal, coastal"
UQ/murray/Intertidal/v1_1/global_intertidal,Murray/UQ/Google/USGS/NASA,Murray Global Intertidal Change Classification,12/31/1983,12/31/2016,1983,2016,ImageCollection,"landsat_derived, uq, murray, google, tidal_flats, intertidal, coastal"
UQ/murray/Intertidal/v1_1/qa_pixel_count,Murray/UQ/Google/USGS/NASA,Murray Global Intertidal Change QA Pixel Count,12/31/1983,12/31/2016,1983,2016,ImageCollection,"landsat_derived, uq, murray, google, tidal_flats, intertidal, coastal"
LANDSAT/LM05/C01/T1,USGS,USGS Landsat 5 MSS Collection 1 Tier 1 Raw Scenes,2/29/1984,1/30/2013,1984,2013,ImageCollection,"landsat, usgs, global, mss, l5, lm5, c1, tier1, t1, radiance"
LANDSAT/LM05/C01/T2,USGS,USGS Landsat 5 MSS Collection 1 Tier 2 Raw Scenes,2/29/1984,1/30/2013,1984,2013,ImageCollection,"landsat, usgs, global, mss, l5, lm5, c1, tier2, t2, radiance"
LANDSAT/LM5,USGS,USGS Landsat 5 MSS Raw Scenes,2/29/1984,1/30/2013,1984,2013,ImageCollection,"landsat, usgs, global, mss, l5, lm5, radiance"
LANDSAT/LM5_L1T,USGS,USGS Landsat 5 MSS Raw Scenes (Orthorectified),2/29/1984,1/30/2013,1984,2013,ImageCollection,"landsat, usgs, global, mss, l5, lm5, radiance"
JRC/GSW1_0/GlobalSurfaceWater,EC JRC / Google,"JRC Global Surface Water Mapping Layers, v1.0",3/15/1984,10/17/2015,1984,2015,Image,"landsat_derived, jrc, google, surface, water, geophysical"
JRC/GSW1_0/Metadata,EC JRC / Google,"JRC Global Surface Water Metadata, v1.0",3/15/1984,10/17/2015,1984,2015,Image,"landsat_derived, jrc, google, surface, water, geophysical"
JRC/GSW1_0/MonthlyHistory,EC JRC / Google,"JRC Monthly Water History, v1.0",3/15/1984,10/17/2015,1984,2015,ImageCollection,"landsat_derived, jrc, google, surface, water, geophysical, monthly, history"
JRC/GSW1_0/MonthlyRecurrence,EC JRC / Google,"JRC Monthly Water Recurrence, v1.0",3/15/1984,10/17/2015,1984,2015,ImageCollection,"landsat_derived, jrc, google, surface, water, geophysical, monthly, recurrence, history"
JRC/GSW1_0/YearlyHistory,EC JRC / Google,"JRC Yearly Water Classification History, v1.0",3/15/1984,10/17/2015,1984,2015,ImageCollection,"landsat_derived, jrc, google, surface, water, geophysical, yearly, annual, history"
JRC/GSW1_1/GlobalSurfaceWater,EC JRC / Google,"JRC Global Surface Water Mapping Layers, v1.1",3/15/1984,12/31/2018,1984,2018,Image,"landsat_derived, jrc, google, surface, water, geophysical"
JRC/GSW1_1/Metadata,EC JRC / Google,"JRC Global Surface Water Metadata, v1.1",3/15/1984,12/31/2018,1984,2018,Image,"landsat_derived, jrc, google, surface, water, geophysical"
JRC/GSW1_1/MonthlyHistory,EC JRC / Google,"JRC Monthly Water History, v1.1",3/15/1984,12/31/2018,1984,2018,ImageCollection,"landsat_derived, jrc, google, surface, water, geophysical, monthly, history"
JRC/GSW1_1/MonthlyRecurrence,EC JRC / Google,"JRC Monthly Water Recurrence, v1.1",3/15/1984,12/31/2018,1984,2018,ImageCollection,"landsat_derived, jrc, google, surface, water, geophysical, monthly, recurrence, history"
JRC/GSW1_1/YearlyHistory,EC JRC / Google,"JRC Yearly Water Classification History, v1.1",3/15/1984,12/31/2018,1984,2018,ImageCollection,"landsat_derived, jrc, google, surface, water, geophysical, yearly, annual, history"
OSU/GIMP/ICE_VELOCITY_OPT,National Snow & Ice Data Center,MEaSUREs Greenland Ice Velocity: Selected Glacier Site Velocity Maps from Optical Images Version 2,2/28/1985,9/29/2016,1985,2016,ImageCollection,"OSU, GIMP, NASA, greenland, arctic, polar, ice, velocity"
COPERNICUS/CORINE/V18_5_1/100m,EEA/Copernicus,Copernicus CORINE Land Cover,12/31/1985,12/30/2012,1985,2012,ImageCollection,"copernicus, eea, esa, eu, corine, clc, landcover"
COPERNICUS/CORINE/V20/100m,EEA/Copernicus,Copernicus CORINE Land Cover,12/31/1985,12/30/2018,1985,2018,ImageCollection,"copernicus, eea, esa, eu, corine, clc, landcover"
UMT/NTSG/v2/LANDSAT/GPP,University of Montana Numerical Terradynamic Simulation Group (NTSG),Landsat Gross Primary Production CONUS,12/31/1985,3/4/2020,1985,2020,ImageCollection,"gridmet_derived, nlcd_derived, mod17, conus, landsat, 16-day, productivity, production, photosynthesis, gpp"
UMT/NTSG/v2/LANDSAT/NPP,University of Montana Numerical Terradynamic Simulation Group (NTSG),Landsat Net Primary Production CONUS,12/31/1985,12/31/2018,1985,2018,ImageCollection,"gridmet_derived, nlcd_derived, mod17, conus, landsat, yearly, productivity, production, photosynthesis, npp"
NOAA/CDR/ATMOS_NEAR_SURFACE/V2,NOAA,"NOAA CDR: Ocean Near-Surface Atmospheric Properties, Version 2",12/31/1987,11/29/2019,1987,2019,ImageCollection,"noaa, cdr, osb, atmospheric, ocean, humidity, hourly, wind, air-temperature"
NOAA/CDR/HEAT_FLUXES/V2,NOAA,"NOAA CDR: Ocean Heat Fluxes, Version 2",12/31/1987,11/29/2019,1987,2019,ImageCollection,"noaa, cdr, osb, atmospheric, ocean, heat, flux, hourly"
NOAA/CDR/SST_WHOI/V2,NOAA,"NOAA CDR WHOI: Sea Surface Temperature, Version 2",12/31/1987,10/30/2019,1987,2019,ImageCollection,"noaa, cdr, osb, atmospheric, oisst, ocean, whoi, hourly, sst"
NOAA/DMSP-OLS/NIGHTTIME_LIGHTS,NOAA,"DMSP OLS: Nighttime Lights Time Series Version 4, Defense Meteorological Program Operational Linescan System",12/31/1991,12/31/2013,1991,2013,ImageCollection,"noaa, dmsp, ols, yearly, nighttime, visible, lights, imagery"
USGS/NLCD,USGS,NLCD: USGS National Land Cover Database,12/31/1991,12/31/2016,1991,2016,ImageCollection,"mrlc, nlcd, usgs, blm, landcover, shrub, shrubland"
HYCOM/GLBu0_08/sea_surface_elevation,NOPP,"HYCOM: Hybrid Coordinate Ocean Model, Sea Surface Elevation",10/1/1992,12/8/2018,1992,2018,ImageCollection,"HYCOM, NOPP, ocean, water, ssh, elevation"
HYCOM/GLBu0_08/sea_temp_salinity,NOPP,"HYCOM: Hybrid Coordinate Ocean Model, Water Temperature and Salinity",10/1/1992,12/8/2018,1992,2018,ImageCollection,"HYCOM, NOPP, ocean, water, sst, water_temp, salinity"
HYCOM/GLBu0_08/sea_water_velocity,NOPP,"HYCOM: Hybrid Coordinate Ocean Model, Water Velocity",10/1/1992,12/8/2018,1992,2018,ImageCollection,"HYCOM, NOPP, ocean, water, velocity"
HYCOM/sea_surface_elevation,NOPP,"HYCOM: Hybrid Coordinate Ocean Model, Sea Surface Elevation",10/1/1992,4/10/2020,1992,2020,ImageCollection,"HYCOM, NOPP, ocean, water, ssh, elevation"
HYCOM/sea_temp_salinity,NOPP,"HYCOM: Hybrid Coordinate Ocean Model, Water Temperature and Salinity",10/1/1992,4/10/2020,1992,2020,ImageCollection,"HYCOM, NOPP, ocean, water, sst, water_temp, salinity"
HYCOM/sea_water_velocity,NOPP,"HYCOM: Hybrid Coordinate Ocean Model, Water Velocity",10/1/1992,4/10/2020,1992,2020,ImageCollection,"HYCOM, NOPP, ocean, water, velocity"
USGS/GTOPO30,United States Geological Survey,GTOPO30: Global 30 Arc-Second Elevation,12/31/1995,12/31/1995,1995,1995,Image,"nasa, usgs, gtopo30, elevation, topography, dem, geophysical"
NOAA/DMSP-OLS/CALIBRATED_LIGHTS_V4,NOAA,"DMSP OLS: Global Radiance-Calibrated Nighttime Lights Version 4, Defense Meteorological Program Operational Linescan System",3/15/1996,7/30/2011,1996,2011,ImageCollection,"noaa, dmsp, ols, yearly, nighttime, visible, lights, imagery, calibrated, radiance"
USDA/NASS/CDL,USDA National Agricultural Statistics Service,USDA NASS Cropland Data Layers,12/31/1996,12/31/2018,1996,2018,ImageCollection,"usda, nass, cdl, cropland, landcover"
NASA/OCEANDATA/SeaWiFS/L3SMI,NASA GSFC,Ocean Color SMI: Standard Mapped Image SeaWiFS Data,9/3/1997,12/10/2010,1997,2010,ImageCollection,"nasa, oceandata, seawifs, temperature, weather, climate, ocean, biology, chlorophyll, reflectance"
TRMM/3B42,NASA GSFC,TRMM 3B42: 3-Hourly Precipitation Estimates,12/31/1997,12/30/2019,1997,2019,ImageCollection,"trmm, nasa, jaxa, 3-hourly, precipitation, geophysical, weather, climate, rainfall"
TRMM/3B43V7,NASA GSFC,TRMM 3B43: Monthly Precipitation Estimates,12/31/1997,11/30/2019,1997,2019,ImageCollection,"trmm, nasa, jaxa, precipitation, geophysical, weather, climate, rainfall"
LANDSAT/LE07/C01/T1,USGS,USGS Landsat 7 Collection 1 Tier 1 Raw Scenes,12/31/1998,3/13/2020,1998,2020,ImageCollection,"landsat, usgs, global, etm, l7, le7, c1, tier1, t1, radiance"
LANDSAT/LE07/C01/T1_RT,USGS,USGS Landsat 7 Collection 1 Tier 1 and Real-Time data Raw Scenes,12/31/1998,4/9/2020,1998,2020,ImageCollection,"landsat, usgs, global, etm, l7, le7, c1, tier1, t1, nrt, rt, radiance"
LANDSAT/LE07/C01/T1_RT_TOA,USGS/Google,USGS Landsat 7 Collection 1 Tier 1 and Real-Time data TOA Reflectance,12/31/1998,4/9/2020,1998,2020,ImageCollection,"landsat, usgs, global, toa"
LANDSAT/LE07/C01/T1_SR,USGS,USGS Landsat 7 Surface Reflectance Tier 1,12/31/1998,3/13/2020,1998,2020,ImageCollection,"landsat, usgs, global, sr, reflectance, ledaps, cloud, fmask, cfmask, le07"
LANDSAT/LE07/C01/T1_TOA,USGS/Google,USGS Landsat 7 Collection 1 Tier 1 TOA Reflectance,12/31/1998,3/13/2020,1998,2020,ImageCollection,"landsat, usgs, global, toa"
LANDSAT/LE07/C01/T2,USGS,USGS Landsat 7 Collection 1 Tier 2 Raw Scenes,12/31/1998,3/14/2020,1998,2020,ImageCollection,"landsat, usgs, global, etm, l7, le7, c1, tier2, t2, radiance"
LANDSAT/LE07/C01/T2_SR,USGS,USGS Landsat 7 Surface Reflectance Tier 2,12/31/1998,3/14/2020,1998,2020,ImageCollection,"landsat, usgs, global, sr, reflectance, ledaps, cloud, fmask, cfmask, le07"
LANDSAT/LE07/C01/T2_TOA,USGS/Google,USGS Landsat 7 Collection 1 Tier 2 TOA Reflectance,12/31/1998,3/14/2020,1998,2020,ImageCollection,"landsat, usgs, global, toa"
LANDSAT/LE7,USGS,USGS Landsat 7 Raw Scenes,12/31/1998,4/29/2017,1998,2017,ImageCollection,"landsat, usgs, global, etm, l7, le7, radiance"
LANDSAT/LE7_L1T,USGS,USGS Landsat 7 Raw Scenes (Orthorectified),12/31/1998,4/29/2017,1998,2017,ImageCollection,"landsat, usgs, global, etm, l7, le7, radiance"
LANDSAT/LE7_L1T_32DAY_BAI,Google,Landsat 7 32-Day BAI Composite,12/31/1998,5/8/2017,1998,2017,ImageCollection,bai
LANDSAT/LE7_L1T_32DAY_EVI,Google,Landsat 7 32-Day EVI Composite,12/31/1998,5/8/2017,1998,2017,ImageCollection,evi
LANDSAT/LE7_L1T_32DAY_NBRT,Google,Landsat 7 32-Day NBRT Composite,12/31/1998,5/8/2017,1998,2017,ImageCollection,nbrt
LANDSAT/LE7_L1T_32DAY_NDSI,Google,Landsat 7 32-Day NDSI Composite,12/31/1998,5/8/2017,1998,2017,ImageCollection,ndsi
LANDSAT/LE7_L1T_32DAY_NDVI,Google,Landsat 7 32-Day NDVI Composite,12/31/1998,5/8/2017,1998,2017,ImageCollection,ndvi
LANDSAT/LE7_L1T_32DAY_NDWI,Google,Landsat 7 32-Day NDWI Composite,12/31/1998,5/8/2017,1998,2017,ImageCollection,ndwi
LANDSAT/LE7_L1T_32DAY_RAW,Google,Landsat 7 32-Day Raw Composite,12/31/1998,5/8/2017,1998,2017,ImageCollection,raw
LANDSAT/LE7_L1T_32DAY_TOA,Google,Landsat 7 32-Day TOA Reflectance Composite,12/31/1998,5/8/2017,1998,2017,ImageCollection,toa
LANDSAT/LE7_L1T_8DAY_BAI,Google,Landsat 7 8-Day BAI Composite,12/31/1998,4/30/2017,1998,2017,ImageCollection,bai
LANDSAT/LE7_L1T_8DAY_EVI,Google,Landsat 7 8-Day EVI Composite,12/31/1998,4/30/2017,1998,2017,ImageCollection,evi
LANDSAT/LE7_L1T_8DAY_NBRT,Google,Landsat 7 8-Day NBRT Composite,12/31/1998,4/30/2017,1998,2017,ImageCollection,nbrt
LANDSAT/LE7_L1T_8DAY_NDSI,Google,Landsat 7 8-Day NDSI Composite,12/31/1998,4/30/2017,1998,2017,ImageCollection,ndsi
LANDSAT/LE7_L1T_8DAY_NDVI,Google,Landsat 7 8-Day NDVI Composite,12/31/1998,4/30/2017,1998,2017,ImageCollection,ndvi
LANDSAT/LE7_L1T_8DAY_NDWI,Google,Landsat 7 8-Day NDWI Composite,12/31/1998,4/30/2017,1998,2017,ImageCollection,ndwi
LANDSAT/LE7_L1T_8DAY_RAW,Google,Landsat 7 8-Day Raw Composite,12/31/1998,4/30/2017,1998,2017,ImageCollection,raw
LANDSAT/LE7_L1T_8DAY_TOA,Google,Landsat 7 8-Day TOA Reflectance Composite,12/31/1998,4/30/2017,1998,2017,ImageCollection,toa
LANDSAT/LE7_L1T_ANNUAL_BAI,Google,Landsat 7 Annual BAI Composite,12/31/1998,12/31/2017,1998,2017,ImageCollection,bai
LANDSAT/LE7_L1T_ANNUAL_EVI,Google,Landsat 7 Annual EVI Composite,12/31/1998,12/31/2017,1998,2017,ImageCollection,evi
LANDSAT/LE7_L1T_ANNUAL_GREENEST_TOA,Google,Landsat 7 Annual Greenest-Pixel TOA Reflectance Composite,12/31/1998,12/31/2017,1998,2017,ImageCollection,"toa, greenest"
LANDSAT/LE7_L1T_ANNUAL_NBRT,Google,Landsat 7 Annual NBRT Composite,12/31/1998,12/31/2017,1998,2017,ImageCollection,nbrt
LANDSAT/LE7_L1T_ANNUAL_NDSI,Google,Landsat 7 Annual NDSI Composite,12/31/1998,12/31/2017,1998,2017,ImageCollection,ndsi
LANDSAT/LE7_L1T_ANNUAL_NDVI,Google,Landsat 7 Annual NDVI Composite,12/31/1998,12/31/2017,1998,2017,ImageCollection,ndvi
LANDSAT/LE7_L1T_ANNUAL_NDWI,Google,Landsat 7 Annual NDWI Composite,12/31/1998,12/31/2017,1998,2017,ImageCollection,ndwi
LANDSAT/LE7_L1T_ANNUAL_RAW,Google,Landsat 7 Annual Raw Composite,12/31/1998,12/31/2017,1998,2017,ImageCollection,raw
LANDSAT/LE7_L1T_ANNUAL_TOA,Google,Landsat 7 Annual TOA Reflectance Composite,12/31/1998,12/31/2017,1998,2017,ImageCollection,toa
LANDSAT/LE7_L1T_TOA,USGS/Google,USGS Landsat 7 TOA Reflectance (Orthorectified),12/31/1998,4/29/2017,1998,2017,ImageCollection,"landsat, usgs, global, toa"
OSU/GIMP/2000_ICE_OCEAN_MASK,OSU Glacier Dynamics Group,Greenland Ice & Ocean Mask - Greenland Mapping Project (GIMP),6/29/1999,9/3/2002,1999,2002,Image,"OSU, GIMP, NASA, greenland, arctic, polar, mask, ice"
OSU/GIMP/2000_IMAGERY_MOSAIC,OSU Glacier Dynamics Group,2000 Greenland Mosaic - Greenland Ice Mapping Project (GIMP),6/29/1999,9/3/2002,1999,2002,Image,"OSU, GIMP, NASA, RADARSAT-1, greenland, arctic, polar, imagery"
OSU/GIMP/DEM,OSU Glacier Dynamics Group,Greenland DEM - Greenland Mapping Project (GIMP),6/29/1999,9/3/2002,1999,2002,Image,"OSU, GIMP, NASA, greenland, arctic, polar"
USGS/LIMA/MOSAIC,USGS,Landsat Image Mosaic of Antarctica (LIMA) 16-Bit Pan-sharpened Mosaic,6/29/1999,9/3/2002,1999,2002,Image,"usgs, lima, landsat_derived, antarctica, sr, mosaic, ice"
USGS/LIMA/SR,USGS,Landsat Image Mosaic of Antarctica (LIMA) - Processed Landsat Scenes (16 bit),6/29/1999,9/3/2002,1999,2002,ImageCollection,"usgs, lima, landsat_derived, antarctica, sr, mosaic, ice"
CIESIN/GPWv4/ancillary-data-grids,CIESIN,"GPWv4: Gridded Population of the World Version 4, Ancillary Data Grids",12/31/1999,12/31/2019,1999,2019,Image,"ciesin, gpw, population"
CIESIN/GPWv4/population-count,CIESIN,"GPWv4: Gridded Population of the World Version 4, Population Count",12/31/1999,12/31/2019,1999,2019,ImageCollection,"ciesin, gpw, population"
CIESIN/GPWv4/population-density,CIESIN,"GPWv4: Gridded Population of the World Version 4, Population Density",12/31/1999,12/31/2019,1999,2019,ImageCollection,"ciesin, gpw, population"
CIESIN/GPWv4/unwpp-adjusted-population-count,CIESIN,"GPWv4: Gridded Population of the World Version 4, UN-Adjusted Population Count",12/31/1999,12/31/2019,1999,2019,ImageCollection,"ciesin, gpw, population"
CIESIN/GPWv4/unwpp-adjusted-population-density,CIESIN,"GPWv4: Gridded Population of the World Version 4, UN-Adjusted Population Density",12/31/1999,12/31/2019,1999,2019,ImageCollection,"ciesin, gpw, population"
CIESIN/GPWv411/GPW_Basic_Demographic_Characteristics,CIESIN,GPWv411: Basic Demographic Characteristics (Gridded Population of the World Version 4.11),12/31/1999,12/31/2019,1999,2019,ImageCollection,"ciesin, gpw, population"
CIESIN/GPWv411/GPW_Population_Count,CIESIN,GPWv411: Population Count (Gridded Population of the World Version 4.11),12/31/1999,12/31/2019,1999,2019,ImageCollection,"ciesin, gpw, population"
CIESIN/GPWv411/GPW_Population_Density,CIESIN,GPWv411: Population Density (Gridded Population of the World Version 4.11),12/31/1999,12/31/2019,1999,2019,ImageCollection,"ciesin, gpw, population"
CIESIN/GPWv411/GPW_UNWPP-Adjusted_Population_Count,CIESIN,GPWv411: UN-Adjusted Population Count (Gridded Population of the World Version 4.11),12/31/1999,12/31/2019,1999,2019,ImageCollection,"ciesin, gpw, population"
CIESIN/GPWv411/GPW_UNWPP-Adjusted_Population_Density,CIESIN,GPWv411: UN-Adjusted Population Density (Gridded Population of the World Version 4.11),12/31/1999,12/31/2019,1999,2019,ImageCollection,"ciesin, gpw, population"
GLCF/GLS_TCC,GLCF,GLCF: Landsat Tree Cover Continuous Fields,12/31/1999,12/30/2010,1999,2010,ImageCollection,"landsat_derived, glcf, umd, nasa, forest"
GLCF/GLS_WATER,GLCF,GLCF: Landsat Global Inland Water,12/31/1999,12/30/2000,1999,2000,ImageCollection,"landsat_derived, glcf, umd, nasa, water"
LANDSAT/MANGROVE_FORESTS,CIESIN,"Global Mangrove Forests Distribution, v1 (2000)",12/31/1999,12/31/2000,1999,2000,ImageCollection,"landsat_derived, usgs, ciesin, nasa, annual, global, mangrove"
MODIS/006/MOD17A3H,NASA LP DAAC at the USGS EROS Center,MOD17A3H.006: Terra Net Primary Production Yearly Global 500m,12/31/1999,12/31/2013,1999,2013,ImageCollection,"modis, mod17a3, yearly, global, terra, usgs, nasa, gpp, npp, psn, productivity, photosynthesis"
MODIS/006/MOD44W,NASA LP DAAC at the USGS EROS Center,MOD44W.006 Terra Land Water Mask Derived from MODIS and SRTM Yearly Global 250m,12/31/1999,12/31/2014,1999,2014,ImageCollection,"modis, mod44w, usgs, nasa, water_mask, srtm, geophysical"
MODIS/051/MCD12Q1,NASA LP DAAC at the USGS EROS Center,MCD12Q1.051 Land Cover Type Yearly Global 500m,12/31/1999,12/31/2012,1999,2012,ImageCollection,"modis, mcd12q1, yearly, landcover"
MODIS/055/MOD17A3,NASA LP DAAC at the USGS EROS Center,MOD17A3.055: Terra Net Primary Production Yearly Global 1km,12/31/1999,12/31/2014,1999,2014,ImageCollection,"modis, mod17a3, yearly, global, terra, gpp, npp, psn, productivity, photosynthesis"
MODIS/NTSG/MOD16A2/105,"Numerical Terradynamic Simulation Group, The University of Montana",MOD16A2: MODIS Global Terrestrial Evapotranspiration 8-Day Global 1km,12/31/1999,12/30/2014,1999,2014,ImageCollection,"modis, mod16a2, 8-day, global, evapotranspiration"
NASA/ASTER_GED/AG100_003,NASA,AG100: ASTER Global Emissivity Dataset 100-meter V003,12/31/1999,12/30/2008,1999,2008,Image,"nasa, jpl, caltech, aster, ged, emissivity, temperature, ndvi, lst, thermal, infrared, geophysical, elevation"
NASA/GLDAS/V021/NOAH/G025/T3H,NASA,GLDAS-2.1: Global Land Data Assimilation System,12/31/1999,1/28/2020,1999,2020,ImageCollection,"nasa, ldas, gldas, 3-hourly, forcing, wind, temperature, humidity, geophysical, soil, moisture, surface, pressure, radiation, precipitation, evaporation, climate"
OpenLandMap/CLM/CLM_LST_MOD11A2-DAYNIGHT_M/v01,EnvirometriX Ltd,OpenLandMap Long-term Land Surface Temperature monthly day-night difference,12/31/1999,12/31/2017,1999,2017,Image,"EnvirometriX, OpenLandMap, OpenGeoHub, lst, monthly, modis, mod11a2, day, night"
OpenLandMap/CLM/CLM_LST_MOD11A2-DAY_M/v01,EnvirometriX Ltd,OpenLandMap Long-term Land Surface Temperature daytime monthly median,12/31/1999,12/31/2017,1999,2017,Image,"EnvirometriX, OpenLandMap, OpenGeoHub, lst, monthly, modis, mod11a2"
OpenLandMap/CLM/CLM_LST_MOD11A2-DAY_SD/v01,EnvirometriX Ltd,OpenLandMap Long-term Land Surface Temperature daytime monthly standard deviation,12/31/1999,12/31/2017,1999,2017,Image,"EnvirometriX, OpenLandMap, OpenGeoHub, lst, monthly, modis, mod11a2"
UMD/hansen/global_forest_change_2013,Hansen/UMD/Google/USGS/NASA,Hansen Global Forest Change v1.0 (2000-2012),12/31/1999,12/31/2012,1999,2012,Image,"landsat_derived, umd, hansen, forest, geophysical"
UMD/hansen/global_forest_change_2014,Hansen/UMD/Google/USGS/NASA,Hansen Global Forest Change v1.1 (2000-2013),12/31/1999,12/31/2013,1999,2013,Image,"landsat_derived, umd, hansen, forest, geophysical"
UMD/hansen/global_forest_change_2015,Hansen/UMD/Google/USGS/NASA,Hansen Global Forest Change v1.2 (2000-2014),12/31/1999,12/31/2014,1999,2014,Image,"landsat_derived, umd, hansen, forest, geophysical"
UMD/hansen/global_forest_change_2015_v1_3,Hansen/UMD/Google/USGS/NASA,Hansen Global Forest Change v1.3 (2000-2015),12/31/1999,12/31/2015,1999,2015,Image,"landsat_derived, umd, hansen, forest, geophysical"
UMD/hansen/global_forest_change_2016_v1_4,Hansen/UMD/Google/USGS/NASA,Hansen Global Forest Change v1.4 (2000-2016),12/31/1999,12/31/2016,1999,2016,Image,"landsat_derived, umd, hansen, forest, geophysical"
UMD/hansen/global_forest_change_2017_v1_5,Hansen/UMD/Google/USGS/NASA,Hansen Global Forest Change v1.5 (2000-2017),12/31/1999,12/31/2017,1999,2017,Image,"landsat_derived, umd, hansen, forest, geophysical"
UMD/hansen/global_forest_change_2018_v1_6,Hansen/UMD/Google/USGS/NASA,Hansen Global Forest Change v1.6 (2000-2018),12/31/1999,12/31/2018,1999,2018,Image,"landsat_derived, umd, hansen, forest, geophysical"
WorldPop/GP/100m/pop,WorldPop,WorldPop Global Project Population Data: Estimated Residential Population per 100x100m Grid Square,12/31/1999,12/31/2019,1999,2019,ImageCollection,"worldpop, population, demography"
MODIS/006/MCD19A2_GRANULES,NASA LP DAAC at the USGS EROS Center,MCD19A2.006: Terra & Aqua MAIAC Land Aerosol Optical Depth Daily 1km,1/31/2000,4/8/2020,2000,2020,ImageCollection,"maiac, modis, mcd19a2, daily, global, terra, aqua, usgs, nasa, aod, aerosol"
CGIAR/SRTM90_V4,NASA/CGIAR,SRTM Digital Elevation Data Version 4,2/10/2000,2/21/2000,2000,2000,Image,"nasa, cgiar, srtm, elevation, topography, dem, geophysical"
USGS/SRTMGL1_003,NASA / USGS / JPL-Caltech,SRTM Digital Elevation Data 30m,2/10/2000,2/21/2000,2000,2000,Image,"nasa, usgs, srtm, elevation, topography, dem, geophysical"
WWF/HydroSHEDS/03CONDEM,WWF,"WWF HydroSHEDS Hydrologically Conditioned DEM, 3 Arc-Seconds",2/10/2000,2/21/2000,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, conditioned, elevation, dem, topography"
WWF/HydroSHEDS/03DIR,WWF,"WWF HydroSHEDS Drainage Direction, 3 Arc-Seconds",2/10/2000,2/21/2000,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, drainage, flow, direction"
WWF/HydroSHEDS/03VFDEM,WWF,"WWF HydroSHEDS Void-Filled DEM, 3 Arc-Seconds",2/10/2000,2/21/2000,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, void-filled, elevation, dem, topography"
WWF/HydroSHEDS/15ACC,WWF,"WWF HydroSHEDS Flow Accumulation, 15 Arc-Seconds",2/10/2000,2/21/2000,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, drainage, flow, accumulation"
WWF/HydroSHEDS/15CONDEM,WWF,"WWF HydroSHEDS Hydrologically Conditioned DEM, 15 Arc-Seconds",2/10/2000,2/21/2000,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, conditioned, elevation, dem, topography"
WWF/HydroSHEDS/15DIR,WWF,"WWF HydroSHEDS Drainage Direction, 15 Arc-Seconds",2/10/2000,2/21/2000,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, drainage, flow, direction"
WWF/HydroSHEDS/30ACC,WWF,"WWF HydroSHEDS Flow Accumulation, 30 Arc-Seconds",2/10/2000,2/21/2000,2000,2000,Image,"wwf, hydrosheds, water, hydrology, hydrography, srtm, geophysical, drainage, flow, accumulation"
