id,provider,title,start_date,end_date,startyear,endyear,type,tags
NOAA/NGDC/ETOPO1,NOAA,ETOPO1: Global 1 Arc-Minute Elevation,07/31/08,07/31/08,2008,2008,Image,"noaa, ngdc, etopo1, elevation, geophysical, topography, dem, ice, bedrock, bathymetry"
NASA/GIMMS/3GV0,NASA/NOAA,GIMMS NDVI from AVHRR Sensors (3rd Generation),06/30/81,12/30/13,1981,2013,ImageCollection,"gimms, nasa, avhrr, noaa, ndvi, vegetation"
HYCOM/sea_water_velocity,NOPP,"HYCOM: Hybrid Coordinate Ocean Model, Water Velocity",10/01/92,10/20/19,1992,2019,ImageCollection,"hycom, nopp, ocean, water, velocity"
MODIS/MOD44W/MOD44W_005_2000_02_24,NASA LP DAAC at the USGS EROS Center,MOD44W.005 Land Water Mask Derived from MODIS and SRTM,02/23/00,02/23/00,2000,2000,Image,"modis, mod44w, water_mask, srtm, geophysical"
CAS/IGSNRR/PML/V2,PML_V2,PML_V2: Coupled Evapotranspiration and Gross Primary Product,07/03/02,12/26/17,2002,2017,ImageCollection,"cas, igsnrr, evapotranspiration, gross primary product, gpp, pml"
NOAA/NWS/RTMA,NOAA/NWS,RTMA: Real-Time Mesoscale Analysis,06/17/15,10/19/19,2015,2019,ImageCollection,"noaa, nws, rtma, wind, temperature, humidity, geophysical, pressure, visibility, cloud, surface, weather, climate"
USGS/GAP/AK/2001,USGS,USGS GAP Alaska 2001,12/31/00,12/31/01,2000,2001,Image,"gap, usgs, landfire, landcover, vegetation"
MODIS/MCD43B3,NASA LP DAAC at the USGS EROS Center,MCD43B3.005 Albedo 16-Day Global 1km,02/17/00,03/13/17,2000,2017,ImageCollection,"modis, mcd43b3, 16-day, global, usgs, albedo, white_sky, black_sky"
AU/GA/DEM_1SEC/v10/DEM-S,Geoscience Australia,DEM-S: Australian Smoothed Digital Elevation Model,01/31/10,01/31/10,2010,2010,Image,"geoscience_australia, ga, srtm, elevation, australia, dem, geophysical, smoothed"
NASA_USDA/HSL/SMAP_soil_moisture,NASA GSFC,NASA-USDA SMAP Global Soil Moisture Data,03/31/15,10/13/19,2015,2019,ImageCollection,"nasa, usda, hsl, smap, geophysical, soil, moisture"
NASA_USDA/HSL/soil_moisture,NASA GSFC,NASA-USDA Global Soil Moisture Data,12/31/09,10/13/19,2009,2019,ImageCollection,"nasa, usda, hsl, smos, geophysical, soil, moisture"
OpenLandMap/CLM/CLM_PRECIPITATION_SM2RAIN_M/v01,EnvirometriX Ltd,OpenLandMap Precipitation monthly,12/31/06,12/31/18,2006,2018,Image,"envirometrix, openlandmap, opengeohub, precipitation, monthly, imerg"
COPERNICUS/S5P/OFFL/L3_SO2,European Union/ESA/Copernicus,Sentinel-5P OFFL SO2: Offline Sulphur Dioxide,12/04/18,10/13/19,2018,2019,ImageCollection,"eu, esa, copernicus, sentinel, s5p, bira, dlr, tropomi, so2, sulphur_dioxide, sulfur_dioxide, pollution, air_quality"
JRC/GHSL/P2016/SMOD_POP_GLOBE_V1,EC JRC,"GHSL: Global Human Settlement Layers, Settlement Grid 1975-1990-2000-2014 (P2016)",12/31/74,12/30/15,1974,2015,ImageCollection,"jrc, smod, settlements"
NASA/GRACE/MASS_GRIDS/MASCON_CRI,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids - Global Mascon (CRI Filtered),03/30/02,06/27/17,2002,2017,ImageCollection,"nasa, jpl, grace, tellus, gravity, mass, water, mascon"
COPERNICUS/S5P/NRTI/L3_NO2,European Union/ESA/Copernicus,Sentinel-5P NRTI NO2: Near Real-Time Nitrogen Dioxide,07/09/18,10/20/19,2018,2019,ImageCollection,"eu, esa, copernicus, sentinel, s5p, knmi, tropomi, no2, nitrogen_dioxide, pollution, air_quality"
COPERNICUS/S5P/OFFL/L3_NO2,European Union/ESA/Copernicus,Sentinel-5P OFFL NO2: Offline Nitrogen Dioxide,06/27/18,10/07/19,2018,2019,ImageCollection,"eu, esa, copernicus, sentinel, s5p, knmi, tropomi, no2, nitrogen_dioxide, pollution, air_quality"
FIRMS,NASA / LANCE / EOSDIS,FIRMS: Fire Information for Resource Management System,10/31/00,10/18/19,2000,2019,ImageCollection,"nasa, lance, eosdis, firms, fire, hotspot, thermal, modis, geophysical"
NASA/GRACE/MASS_GRIDS/OCEAN,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids - Ocean,07/30/02,01/04/17,2002,2017,ImageCollection,"nasa, jpl, crs, gfz, grace, tellus, gravity, mass, water, ocean"
JAXA/GPM_L3/GSMaP/v6/operational,JAXA Earth Observation Research Center,GSMaP Operational: Global Satellite Mapping of Precipitation,02/28/14,10/19/19,2014,2019,ImageCollection,"gpm, nasa, jaxa, precipitation, geophysical, weather, climate, hourly"
USGS/NLCD,USGS,NLCD: USGS National Land Cover Database,12/31/91,12/31/16,1991,2016,ImageCollection,"mrlc, nlcd, usgs, blm, landcover, shrub, shrubland"
OpenLandMap/CLM/CLM_LST_MOD11A2-DAY_M/v01,EnvirometriX Ltd,OpenLandMap Long-term Land Surface Temperature daytime monthly median,12/31/99,12/31/17,1999,2017,Image,"envirometrix, openlandmap, opengeohub, lst, monthly, modis, mod11a2"
OpenLandMap/CLM/CLM_LST_MOD11A2-DAY_SD/v01,EnvirometriX Ltd,OpenLandMap Long-term Land Surface Temperature daytime monthly standard deviation,12/31/99,12/31/17,1999,2017,Image,"envirometrix, openlandmap, opengeohub, lst, monthly, modis, mod11a2"
OpenLandMap/CLM/CLM_LST_MOD11A2-DAYNIGHT_M/v01,EnvirometriX Ltd,OpenLandMap Long-term Land Surface Temperature monthly day-night difference,12/31/99,12/31/17,1999,2017,Image,"envirometrix, openlandmap, opengeohub, lst, monthly, modis, mod11a2, day, night"
OpenLandMap/SOL/SOL_GRTGROUP_USDA-SOILTAX_C/v01,EnvirometriX Ltd,OpenLandMap USDA soil taxonomy great groups,01/01/1950,12/31/17,1950,2017,Image,"envirometrix, openlandmap, opengeohub, soil, taxonomy, usda"
OpenLandMap/SOL/SOL_GRTGROUP_USDA-SOILTAX-HAPLUDALFS_P/v01,EnvirometriX Ltd,OpenLandMap predicted Hapludalfs probability,01/01/1950,12/31/17,1950,2017,Image,"envirometrix, openlandmap, opengeohub, hapludalfs, argillic"
COPERNICUS/S5P/NRTI/L3_SO2,European Union/ESA/Copernicus,Sentinel-5P NRTI SO2: Near Real-Time Sulphur Dioxide,07/09/18,10/20/19,2018,2019,ImageCollection,"eu, esa, copernicus, sentinel, s5p, bira, dlr, tropomi, so2, sulphur_dioxide, sulfur_dioxide, pollution, air_quality"
LANDSAT/LT04/C01/T1_SR,USGS,USGS Landsat 4 Surface Reflectance Tier 1,08/21/82,12/13/93,1982,1993,ImageCollection,"landsat, usgs, global, sr, reflectance, ledaps, cloud, fmask, cfmask, lt04"
LANDSAT/LT04/C01/T2_SR,USGS,USGS Landsat 4 Surface Reflectance Tier 2,08/21/82,12/13/93,1982,1993,ImageCollection,"landsat, usgs, global, sr, reflectance, ledaps, cloud, fmask, cfmask, lt04"
LANDSAT/LT05/C01/T1_SR,USGS,USGS Landsat 5 Surface Reflectance Tier 1,12/31/83,05/04/12,1983,2012,ImageCollection,"landsat, usgs, global, sr, reflectance, ledaps, cloud, fmask, cfmask, lt05"
LANDSAT/LT05/C01/T2_SR,USGS,USGS Landsat 5 Surface Reflectance Tier 2,12/31/83,05/04/12,1983,2012,ImageCollection,"landsat, usgs, global, sr, reflectance, ledaps, cloud, fmask, cfmask, lt05"
LANDSAT/LE07/C01/T1_SR,USGS,USGS Landsat 7 Surface Reflectance Tier 1,12/31/98,09/22/19,1998,2019,ImageCollection,"landsat, usgs, global, sr, reflectance, ledaps, cloud, fmask, cfmask, le07"
LANDSAT/LE07/C01/T2_SR,USGS,USGS Landsat 7 Surface Reflectance Tier 2,12/31/98,09/22/19,1998,2019,ImageCollection,"landsat, usgs, global, sr, reflectance, ledaps, cloud, fmask, cfmask, le07"
EO1/HYPERION,USGS,EO-1 Hyperion Hyperspectral Imager,04/30/01,03/12/17,2001,2017,ImageCollection,"usgs, hyperion, eo-1, hyperspectral"
OpenLandMap/PNV/PNV_BIOME-TYPE_BIOME00K_C/v01,EnvirometriX Ltd,OpenLandMap Potential distribution of biomes,12/31/00,12/31/01,2000,2001,Image,"envirometrix, openlandmap, opengeohub, biome, potential"
OpenLandMap/SOL/SOL_ORGANIC-CARBON_USDA-6A1C_M/v02,EnvirometriX Ltd,OpenLandMap Soil organic carbon content,01/01/1950,12/31/17,1950,2017,Image,"envirometrix, openlandmap, opengeohub, soil, organic, carbon"
COPERNICUS/S5P/NRTI/L3_O3,European Union/ESA/Copernicus,Sentinel-5P NRTI O3: Near Real-Time Ozone,07/09/18,10/20/19,2018,2019,ImageCollection,"eu, esa, copernicus, sentinel, s5p, tropomi, o3, ozone, pollution, air_quality"
COPERNICUS/S5P/OFFL/L3_O3,European Union/ESA/Copernicus,Sentinel-5P OFFL O3: Offline Ozone,09/07/18,10/13/19,2018,2019,ImageCollection,"eu, esa, copernicus, sentinel, s5p, tropomi, o3, ozone, pollution, air_quality"
NASA/GRACE/MASS_GRIDS/LAND,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids - Land,03/31/02,02/02/17,2002,2017,ImageCollection,"nasa, jpl, crs, gfz, grace, tellus, gravity, mass, water, land"
OpenLandMap/SOL/SOL_CLAY-WFRACTION_USDA-3A1A1A_M/v02,EnvirometriX Ltd,OpenLandMap Clay content,01/01/1950,12/31/17,1950,2017,Image,"envirometrix, openlandmap, opengeohub, soil, clay, usda"
OpenLandMap/CLM/CLM_LST_MOD11A2-DAY_SD/v1,EnvirometriX Ltd,OpenLandMap Long-term Land Surface Temperature daytime monthly standard deviation,12/31/99,12/31/17,1999,2017,Image,"envirometrix, lst, monthly, modis, mod11a2"
OpenLandMap/PNV/PNV_FAPAR_PROBA-V_D/v01,EnvirometriX Ltd,OpenLandMap Potential FAPAR monthly,12/31/00,12/31/01,2000,2001,Image,"envirometrix, openlandmap, opengeohub, fapar, monthly, potential"
OpenLandMap/SOL/SOL_SAND-WFRACTION_USDA-3A1A1A_M/v02,EnvirometriX Ltd,OpenLandMap Sand content,01/01/1950,12/31/17,1950,2017,Image,"envirometrix, openlandmap, opengeohub, soil, sand, usda"
OpenLandMap/SOL/SOL_BULKDENS-FINEEARTH_USDA-4A1H_M/v02,EnvirometriX Ltd,OpenLandMap Soil bulk density,01/01/1950,12/31/17,1950,2017,Image,"envirometrix, openlandmap, opengeohub, soil, bulk, density"
OpenLandMap/SOL/SOL_PH-H2O_USDA-4C1A2A_M/v02,EnvirometriX Ltd,OpenLandMap Soil pH in H2O,01/01/1950,12/31/17,1950,2017,Image,"envirometrix, openlandmap, opengeohub, soil, ph"
OpenLandMap/SOL/SOL_TEXTURE-CLASS_USDA-TT_M/v02,EnvirometriX Ltd,OpenLandMap Soil texture class (USDA system),01/01/1950,12/31/17,1950,2017,Image,"envirometrix, openlandmap, opengeohub, soil, texture, usda"
OpenLandMap/SOL/SOL_GRTGROUP_USDA-SOILTAX_C/v1,EnvirometriX Ltd,OpenLandMap USDA soil taxonomy great groups,01/01/1950,12/31/17,1950,2017,Image,"envirometrix, soil, taxonomy, usda"
COPERNICUS/S5P/NRTI/L3_CLOUD,European Union/ESA/Copernicus,Sentinel-5P NRTI CLOUD: Near Real-Time Cloud,07/04/18,10/20/19,2018,2019,ImageCollection,"eu, esa, copernicus, sentinel, s5p, dlr, tropomi, cloud, climate"
COPERNICUS/S5P/OFFL/L3_CLOUD,European Union/ESA/Copernicus,Sentinel-5P OFFL CLOUD: Near Real-Time Cloud,07/03/18,10/14/19,2018,2019,ImageCollection,"eu, esa, copernicus, sentinel, s5p, dlr, tropomi, cloud, climate"
NASA/GRACE/MASS_GRIDS/MASCON,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids - Global Mascons,03/31/02,02/02/17,2002,2017,ImageCollection,"nasa, jpl, grace, tellus, gravity, mass, water, mascon"
JAXA/GPM_L3/GSMaP/v6/reanalysis,JAXA Earth Observation Research Center,GSMaP Reanalysis: Global Satellite Mapping of Precipitation,02/29/00,03/11/14,2000,2014,ImageCollection,"gpm, nasa, jaxa, precipitation, geophysical, weather, climate, hourly"
UMD/hansen/global_forest_change_2018_v1_6,Hansen/UMD/Google/USGS/NASA,Hansen Global Forest Change v1.6 (2000-2018),12/31/99,12/31/18,1999,2018,Image,"landsat_derived, umd, hansen, forest, geophysical"
OpenLandMap/PNV/PNV_BIOME-TYPE_BIOME00K_C/v1,EnvirometriX Ltd,OpenLandMap Potential distribution of biomes,12/31/00,12/31/01,2000,2001,Image,"envirometrix, biome, potential"
COPERNICUS/S5P/OFFL/L3_CH4,European Union/ESA/Copernicus,Sentinel-5P OFFL CH4: Offline Methane,02/07/19,10/14/19,2019,2019,ImageCollection,"eu, esa, copernicus, sentinel, s5p, sron, knmi, tropomi, ch4, methane, climate"
LANDSAT/LC08/C01/T1_SR,USGS,USGS Landsat 8 Surface Reflectance Tier 1,04/10/13,10/14/19,2013,2019,ImageCollection,"landsat, usgs, global, sr, reflectance, l8sr, cloud, fmask, cfmask, lc08"
LANDSAT/LC08/C01/T2_SR,USGS,USGS Landsat 8 Surface Reflectance Tier 2,04/10/13,10/14/19,2013,2019,ImageCollection,"landsat, usgs, global, sr, reflectance, l8sr, cloud, fmask, cfmask, lc08"
COPERNICUS/S5P/NRTI/L3_HCHO,European Union/ESA/Copernicus,Sentinel-5P NRTI HCHO: Near Real-Time Formaldehyde,10/01/18,10/20/19,2018,2019,ImageCollection,"eu, esa, copernicus, sentinel, s5p, bira, dlr, tropomi, hcho, formaldehyde, pollution, air_quality"
COPERNICUS/S5P/OFFL/L3_HCHO,European Union/ESA/Copernicus,Sentinel-5P OFFL HCHO: Offline Formaldehyde,12/04/18,10/14/19,2018,2019,ImageCollection,"eu, esa, copernicus, sentinel, s5p, bira, dlr, tropomi, hcho, formaldehyde, pollution, air_quality"
NASA/GRACE/MASS_GRIDS/OCEAN_EOFR,NASA Jet Propulsion Laboratory,GRACE Monthly Mass Grids - Ocean EOFR,12/30/02,01/04/17,2002,2017,ImageCollection,"nasa, jpl, crs, gfz, grace, tellus, gravity, mass, water, ocean"
COPERNICUS/S5P/NRTI/L3_CO,European Union/ESA/Copernicus,Sentinel-5P NRTI CO: Near Real-Time Carbon Monoxide,11/21/18,10/20/19,2018,2019,ImageCollection,"eu, esa, copernicus, sentinel, s5p, sron, knmi, tropomi, co, carbon_monoxide, pollution, air_quality"
COPERNICUS/S5P/OFFL/L3_CO,European Union/ESA/Copernicus,Sentinel-5P OFFL CO: Offline Carbon Monoxide,06/27/18,10/14/19,2018,2019,ImageCollection,"eu, esa, copernicus, sentinel, s5p, sron, knmi, tropomi, co, carbon_monoxide, pollution, air_quality"
TRMM/3B42,NASA GSFC,TRMM 3B42: 3-Hourly Precipitation Estimates,12/31/97,07/30/19,1997,2019,ImageCollection,"trmm, nasa, jaxa, 3-hourly, precipitation, geophysical, weather, climate, rainfall"
NOAA/VIIRS/001/VNP13A1,NASA LP DAAC at the USGS EROS Center,VNP13A1: VIIRS Vegetation Indices 16-Day 500m,01/16/12,09/29/19,2012,2019,ImageCollection,"nasa, noaa, viirs, npp, ndvi, vegetation, evi, vnp13a1, 16-day"
JRC/GHSL/P2016/BUILT_LDSMT_GLOBE_V1,EC JRC,"GHSL: Global Human Settlement Layers, Built-Up Grid 1975-1990-2000-2015 (P2016)",12/31/74,12/30/14,1974,2014,Image,"jrc, built, builtup, landsat_derived, multitemporal"
COPERNICUS/S2,European Union/ESA/Copernicus,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",06/22/15,10/20/19,2015,2019,ImageCollection,"eu, esa, copernicus, sentinel, msi, radiance"
NOAA/CDR/GRIDSAT-B1/V2,NOAA,NOAA CDR GRIDSAT-B1: Geostationary IR Channel Brightness Temperature,12/31/79,02/13/19,1979,2019,ImageCollection,"noaa, cdr, sr, isccp, fundamental, reflectance, brightness, infrared, geostationary"
COPERNICUS/S2_SR,European Union/ESA/Copernicus,"Sentinel-2 MSI: MultiSpectral Instrument, Level-2A",03/27/17,10/18/19,2017,2019,ImageCollection,"eu, esa, copernicus, sentinel, msi, sr, reflectance"
TRMM/3B43V7,NASA GSFC,TRMM 3B43: Monthly Precipitation Estimates,12/31/97,06/30/19,1997,2019,ImageCollection,"trmm, nasa, jaxa, precipitation, geophysical, weather, climate, rainfall"
LANDSAT/MANGROVE_FORESTS,CIESIN,"Global Mangrove Forests Distribution, v1 (2000)",12/31/99,12/31/00,1999,2000,ImageCollection,"landsat_derived, usgs, ciesin, nasa, annual, global, mangrove"
NOAA/CDR/OISST/V2,NOAA,NOAA CDR OISST: Optimum Interpolation Sea Surface Temperature,08/31/81,10/17/19,1981,2019,ImageCollection,"noaa, avhrr, cdr, ocean, temperature, sst, oisst, ice, daily, real-time"
SKYSAT/GEN-A/PUBLIC/ORTHO/MULTISPECTRAL,Planet Labs Inc.,"Planet SkySat Public Ortho Imagery, Multispectral",07/02/14,12/23/16,2014,2016,ImageCollection,"planet, skysat, highres, multispectral, pansharpened"
USGS/SRTMGL1_003,NASA / USGS / JPL-Caltech,SRTM Digital Elevation Data 30m,02/10/00,02/21/00,2000,2000,Image,"nasa, usgs, srtm, elevation, topography, dem, geophysical"
NASA/GPM_L3/IMERG_V06,NASA PMM,GPM: Global Precipitation Measurement (GPM) v6,05/31/00,10/18/19,2000,2019,ImageCollection,"nasa, gpm, jaxa, half-hourly, precipitation, geophysical, weather, climate"
Oxford/MAP/friction_surface_2015_v1_0,"Malaria Atlas Project, University of Oxford",Global Friction Surface 2015,12/31/14,12/31/15,2014,2015,Image,"oxford, map, jrc, twente, accessibility, friction"
MODIS/006/MCD43A2,NASA LP DAAC at the USGS EROS Center,MCD43A2.006 MODIS BRDF-Albedo Quality Daily 500m,02/17/00,10/02/19,2000,2019,ImageCollection,"modis, mcd43a2, daily, global, usgs, nasa, albedo, quality, brdf, reflectance"
SKYSAT/GEN-A/PUBLIC/ORTHO/RGB,Planet Labs Inc.,"Planet SkySat Public Ortho Imagery, RGB",07/02/14,12/23/16,2014,2016,ImageCollection,"planet, skysat, highres, rgb, pansharpened"
OSU/GIMP/2000_IMAGERY_MOSAIC,OSU Glacier Dynamics Group,2000 Greenland Mosaic - Greenland Ice Mapping Project (GIMP),06/29/99,09/03/02,1999,2002,Image,"osu, gimp, nasa, radarsat-1, greenland, arctic, polar, imagery"
OSU/GIMP/DEM,OSU Glacier Dynamics Group,Greenland DEM - Greenland Mapping Project (GIMP),06/29/99,09/03/02,1999,2002,Image,"osu, gimp, nasa, greenland, arctic, polar"
JRC/GSW1_1/MonthlyRecurrence,EC JRC / Google,"JRC Monthly Water Recurrence, v1.1",03/15/84,12/31/18,1984,2018,ImageCollection,"landsat_derived, jrc, google, surface, water, geophysical, monthly, recurrence, history"
MODIS/006/MOD09GQ,NASA LP DAAC at the USGS EROS Center,MOD09GQ.006 Terra Surface Reflectance Daily Global 250m,02/23/00,10/15/19,2000,2019,ImageCollection,"modis, mod09gq, daily, global, usgs, nasa, terra, surface_reflectance, sr"
NASA/OCEANDATA/SeaWiFS/L3SMI,NASA GSFC,Ocean Color SMI: Standard Mapped Image SeaWiFS Data,09/03/97,12/10/10,1997,2010,ImageCollection,"nasa, oceandata, seawifs, temperature, weather, climate, ocean, biology, chlorophyll, reflectance"
WorldPop/GP/100m/pop,WorldPop,WorldPop Global Project Population Data: Estimated Residential Population per 100x100m Grid Square,12/31/99,12/31/19,1999,2019,ImageCollection,"worldpop, population, demography"
NOAA/CFSV2/FOR6H,NOAA NWS National Centers for Environmental Prediction (NCEP),"CFSV2: NCEP Climate Forecast System Version 2, 6-Hourly Products",12/31/78,10/19/19,1978,2019,ImageCollection,"noaa, nws, ncep, temperature, precipitation, daylight, radiation, flux, water, vapor, snow, weather, forecast, climate, geophysical"
JRC/GSW1_1/MonthlyHistory,EC JRC / Google,"JRC Monthly Water History, v1.1",03/15/84,12/31/18,1984,2018,ImageCollection,"landsat_derived, jrc, google, surface, water, geophysical, monthly, history"
JRC/GSW1_1/YearlyHistory,EC JRC / Google,"JRC Yearly Water Classification History, v1.1",03/15/84,12/31/18,1984,2018,ImageCollection,"landsat_derived, jrc, google, surface, water, geophysical, yearly, annual, history"
MODIS/006/MOD09Q1,NASA LP DAAC at the USGS EROS Center,MOD09Q1.006 Terra Surface Reflectance 8-Day Global 250m,03/04/00,10/07/19,2000,2019,ImageCollection,"modis, mod09q1, 8-day, global, terra, usgs, nasa, surface_reflectance, sr"
MODIS/006/MOD10A1,NSIDC,MOD10A1.006 Terra Snow Cover Daily Global 500m,02/23/00,10/15/19,2000,2019,ImageCollection,"modis, mod10a1, daily, global, nsidc, nasa, terra, snow, albedo, geophysical"
MODIS/055/MOD17A3,NASA LP DAAC at the USGS EROS Center,MOD17A3.055: Terra Net Primary Production Yearly Global 1km,12/31/99,12/31/14,1999,2014,ImageCollection,"modis, mod17a3, yearly, global, terra, gpp, npp, psn, productivity, photosynthesis"
NOAA/CDR/HEAT_FLUXES/V2,NOAA,"NOAA CDR: Ocean Heat Fluxes, Version 2",12/31/87,05/30/19,1987,2019,ImageCollection,"noaa, cdr, osb, atmospheric, ocean, heat, flux, hourly"
CGIAR/SRTM90_V4,NASA/CGIAR,SRTM Digital Elevation Data Version 4,02/10/00,02/21/00,2000,2000,Image,"nasa, cgiar, srtm, elevation, topography, dem, geophysical"
NOAA/CFSR,NOAA NWS National Centers for Environmental Prediction (NCEP),CFSR: Climate Forecast System Reanalysis,12/31/78,10/19/19,1978,2019,ImageCollection,"noaa, nws, ncep, temperature, precipitation, daylight, radiation, flux, water, vapor, snow, weather, forecast, climate, geophysical"
WRI/GFW/FORMA/vegetation_tstats,World Resources Institute / Global Forest Watch,FORMA Vegetation T-Statistics,12/31/11,04/23/19,2011,2019,ImageCollection,"forma, gfw, wri, forests, deforestation, modis, monitoring, daily"
OSU/GIMP/2000_ICE_OCEAN_MASK,OSU Glacier Dynamics Group,Greenland Ice & Ocean Mask - Greenland Mapping Project (GIMP),06/29/99,09/03/02,1999,2002,Image,"osu, gimp, nasa, greenland, arctic, polar, mask, ice"
JRC/GSW1_1/GlobalSurfaceWater,EC JRC / Google,"JRC Global Surface Water Mapping Layers, v1.1",03/15/84,12/31/18,1984,2018,Image,"landsat_derived, jrc, google, surface, water, geophysical"
JRC/GSW1_1/Metadata,EC JRC / Google,"JRC Global Surface Water Metadata, v1.1",03/15/84,12/31/18,1984,2018,Image,"landsat_derived, jrc, google, surface, water, geophysical"
MODIS/006/MOD17A3H,NASA LP DAAC at the USGS EROS Center,MOD17A3H.006: Terra Net Primary Production Yearly Global 500m,12/31/99,12/31/13,1999,2013,ImageCollection,"modis, mod17a3, yearly, global, terra, usgs, nasa, gpp, npp, psn, productivity, photosynthesis"
MODIS/006/MOD44B,NASA LP DAAC at the USGS EROS Center,MOD44B.006 Terra Vegetation Continuous Fields Yearly Global 250m,03/04/00,03/05/18,2000,2018,ImageCollection,"modis, mod44b, annual, global, terra, vegetation, tree_cover, geophysical"
UCSB-CHG/CHIRPS/PENTAD,UCSB/CHG,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation with Station Data (version 2.0 final),12/31/80,09/25/19,1980,2019,ImageCollection,"ucsb, chg, precipitation, climate, weather, geophysical"
JRC/GHSL/P2016/POP_GPW_GLOBE_V1,EC JRC,"GHSL: Global Human Settlement Layers, Population Grid 1975-1990-2000-2015 (P2016)",12/31/74,12/30/15,1974,2015,ImageCollection,"jrc, population, ciesin_derived"
GLCF/GLS_WATER,GLCF,GLCF: Landsat Global Inland Water,12/31/99,12/30/00,1999,2000,ImageCollection,"landsat_derived, glcf, umd, nasa, water"
USGS/GMTED2010,USGS,GMTED2010: Global Multi-resolution Terrain Elevation Data 2010,12/31/09,12/31/09,2009,2009,Image,"usgs, srtm, elevation, dem, topography, geophysical"
CIESIN/GPWv411/GPW_Basic_Demographic_Characteristics,CIESIN,GPWv411: Basic Demographic Characteristics (Gridded Population of the World Version 4.11),12/31/99,12/31/19,1999,2019,ImageCollection,"ciesin, gpw, population"
CIESIN/GPWv411/GPW_National_Identifier_Grid,CIESIN,GPWv411: National Identifier Grid (Gridded Population of the World Version 4.11),12/31/99,12/31/19,1999,2019,Image,"ciesin, gpw, population"
NASA/JPL/global_forest_canopy_height_2005,NASA/JPL,"Global Forest Canopy Height, 2005",05/19/05,06/22/05,2005,2005,Image,"nasa, jpl, forest, tree, canopy, height, glas, geophysical"
MODIS/006/MCD12Q1,NASA LP DAAC at the USGS EROS Center,MCD12Q1.006 MODIS Land Cover Type Yearly Global 500m,12/31/00,12/30/16,2000,2016,ImageCollection,"modis, mcd12q1, yearly, usgs, nasa, landcover"
MODIS/006/MOD09A1,NASA LP DAAC at the USGS EROS Center,MOD09A1.006 Terra Surface Reflectance 8-Day Global 500m,03/04/00,10/15/19,2000,2019,ImageCollection,"modis, mod09a1, 8-day, global, terra, usgs, nasa, surface_reflectance, sr"
UQ/murray/Intertidal/v1_1/data_mask,Murray/UQ/Google/USGS/NASA,Murray Global Intertidal Change Data Mask,12/31/83,12/31/16,1983,2016,Image,"landsat_derived, uq, murray, google, tidal_flats, intertidal, coastal"
UQ/murray/Intertidal/v1_1/qa_pixel_count,Murray/UQ/Google/USGS/NASA,Murray Global Intertidal Change QA Pixel Count,12/31/83,12/31/16,1983,2016,ImageCollection,"landsat_derived, uq, murray, google, tidal_flats, intertidal, coastal"
NASA/NEX-DCP30_ENSEMBLE_STATS,NASA / CSU,NEX-DCP30: Ensemble Stats for NASA Earth Exchange Downscaled Climate Projections,01/01/1950,12/30/99,1950,2099,ImageCollection,"nasa, csu, nex, precipitation, temperature, cmip5, climate, geophysical"
NASA/NEX-DCP30,NASA / CSU,NEX-DCP30: NASA Earth Exchange Downscaled Climate Projections,01/01/1950,12/30/99,1950,2099,ImageCollection,"nasa, csu, nex, precipitation, temperature, cmip5, climate, geophysical"
NOAA/CDR/SST_WHOI/V2,NOAA,"NOAA CDR WHOI: Sea Surface Temperature, Version 2",12/31/87,05/30/19,1987,2019,ImageCollection,"noaa, cdr, osb, atmospheric, oisst, ocean, whoi, hourly, sst"
WHRC/biomass/tropical,WHRC,WHRC Pantropical National Level Carbon Stock Dataset,01/28/12,01/28/12,2012,2012,Image,"whrc, umd, tropical, pantropical, biomass, aboveground, carbon, geophysical"
NRCan/CDEM,NRCan,Canadian Digital Elevation Model,01/01/1945,12/31/10,1945,2010,ImageCollection,"nrcan, canada, cdem, elevation, topography, dem, geophysical"
GLCF/GLS_TCC,GLCF,GLCF: Landsat Tree Cover Continuous Fields,12/31/99,12/30/10,1999,2010,ImageCollection,"landsat_derived, glcf, umd, nasa, forest"
CSP/ERGo/1_0/Global/SRTM_topoDiversity,Conservation Science Partners,Global SRTM Topographic Diversity,01/23/06,05/12/11,2006,2011,Image,"csp, ergo, landforms, elevation, slope, aspect, geophysical, topography, global"
UMT/NTSG/v2/LANDSAT/NPP,University of Montana Numerical Terradynamic Simulation Group (NTSG),Landsat Net Primary Production CONUS,12/31/85,12/31/17,1985,2017,ImageCollection,"gridmet_derived, nlcd_derived, mod17, conus, landsat, yearly, productivity, production, photosynthesis, npp"
MODIS/006/MCD43A4,NASA LP DAAC at the USGS EROS Center,MCD43A4.006 MODIS Nadir BRDF-Adjusted Reflectance Daily 500m,02/17/00,10/02/19,2000,2019,ImageCollection,"modis, mcd43a4, daily, global, usgs, nasa, albedo, brdf, reflectance"
